Recency,Frequency,Monetary,Cluster
22,177,2445255.0,0
24,33,455928.0,0
29,24,331608.0,0
302,36,497484.0,1
145,59,815439.0,0
6,96,1326912.0,0
19,40,552920.0,0
33,46,635904.0,0
158,12,165912.0,1
58,92,1272084.0,0
22,15,207420.0,0
359,1,13829.0,1
16,72,995832.0,0
18,4,55328.0,0
159,28,387324.0,1
25,55,760925.0,0
212,18,249066.0,1
6,165,2283270.0,0
253,1,13841.0,1
59,206,2851452.0,0
11,20,276880.0,0
65,9,124605.0,0
25,58,803068.0,0
92,5,69240.0,0
52,101,1398749.0,0
88,94,1301900.0,0
96,81,1121931.0,0
9,24,332472.0,0
9,114,1579356.0,0
169,17,235552.0,1
57,11,152438.0,0
326,28,388052.0,1
1,77,1067220.0,0
18,142,1968404.0,0
245,22,304986.0,1
58,30,415950.0,0
74,7,97062.0,0
31,60,832020.0,0
7,33,457644.0,0
123,304,4216176.0,0
2,118,1636660.0,0
23,338,4688398.0,3
120,24,332952.0,0
358,18,249732.0,1
54,104,1443000.0,0
64,7,97132.0,0
86,3,41631.0,0
55,35,485730.0,0
21,165,2290200.0,0
4,180,2498580.0,0
3,66,916212.0,0
1,155,2151865.0,0
7,60,833040.0,0
189,28,388780.0,1
71,16,222176.0,0
204,19,263853.0,1
120,39,541632.0,0
93,15,208335.0,0
1,114,1583460.0,0
27,27,375084.0,0
298,21,291753.0,1
22,30,416820.0,0
21,119,1653505.0,0
50,17,236249.0,0
326,12,166776.0,1
16,19,264081.0,0
183,43,597700.0,1
72,149,2071249.0,0
37,26,361504.0,0
80,126,1752408.0,0
57,148,2058828.0,0
4,34,473076.0,0
50,18,250506.0,0
50,30,417540.0,0
53,33,459327.0,0
352,7,97454.0,1
54,20,278460.0,0
2,137,1907588.0,0
36,45,626625.0,0
23,11,153186.0,0
75,21,292467.0,0
11,27,376056.0,0
169,10,139290.0,1
58,17,236810.0,0
86,59,821929.0,0
295,16,222912.0,1
109,23,320459.0,0
264,31,431954.0,1
171,27,376272.0,1
169,9,125433.0,1
35,7,97566.0,0
23,46,641194.0,0
17,49,683060.0,0
22,47,655227.0,0
79,11,153406.0,0
65,5,69735.0,0
361,3,41844.0,1
3,160,2231840.0,0
11,36,502200.0,0
176,39,544089.0,1
211,138,1925376.0,1
7,20,279060.0,0
2,30,418620.0,0
154,33,460515.0,1
5,147,2051532.0,0
372,5,69790.0,1
79,90,1256310.0,0
21,12,167520.0,0
22,11,153582.0,0
308,35,488705.0,1
146,2,27934.0,1
7,626,8744594.0,3
9,158,2207418.0,0
71,15,209580.0,0
287,11,153703.0,1
49,28,391272.0,0
31,331,4625725.0,3
207,10,139760.0,1
15,15,209670.0,0
73,54,754866.0,0
60,11,153780.0,0
39,115,1607930.0,0
30,112,1566096.0,0
27,17,237728.0,0
4,353,4936705.0,3
17,13,181818.0,0
20,239,3343132.0,0
66,41,573549.0,0
213,16,223840.0,1
12,84,1175244.0,0
30,5,69960.0,0
32,125,1749125.0,0
4,148,2071112.0,0
15,87,1217565.0,0
10,212,2967788.0,0
206,16,224000.0,1
46,40,560040.0,0
134,47,658094.0,0
43,171,2394684.0,0
10,84,1176420.0,0
116,30,420180.0,0
198,44,616396.0,1
278,11,154132.0,1
110,34,476442.0,0
77,39,546546.0,0
53,20,280300.0,0
154,162,2270592.0,0
47,68,953292.0,0
17,39,546780.0,0
155,22,308462.0,1
225,28,392616.0,1
7,31,434713.0,0
122,16,224384.0,0
61,6,84162.0,0
63,15,210435.0,0
18,242,3395260.0,0
7,258,3619998.0,0
2,152,2132864.0,0
22,89,1249026.0,0
29,66,926310.0,0
285,38,533368.0,1
176,28,393036.0,1
78,93,1305534.0,0
33,6,84234.0,0
41,235,3299400.0,0
266,21,294861.0,1
27,206,2893064.0,0
109,6,84270.0,0
284,14,196644.0,1
9,34,477598.0,0
277,88,1236224.0,1
17,495,6954255.0,3
32,54,758700.0,0
1,215,3020965.0,0
20,56,786912.0,0
124,4,56212.0,0
65,6,84324.0,0
106,10,140550.0,0
1,1110,15602160.0,3
24,290,4076530.0,0
267,8,112472.0,1
5,203,2854180.0,0
10,111,1560882.0,0
29,79,1111056.0,0
267,7,98462.0,1
64,52,731484.0,0
320,24,337632.0,1
4,332,4671572.0,3
21,14,197022.0,0
5,43,605225.0,0
129,44,619344.0,0
41,42,591234.0,0
102,65,915070.0,0
125,12,168948.0,0
33,4,56320.0,0
267,153,2154393.0,1
365,29,408378.0,1
4,177,2492691.0,0
2,449,6324165.0,3
3,69,972003.0,0
10,590,8311920.0,3
57,13,183157.0,0
325,1,14090.0,1
8,217,3057964.0,0
12,100,1409300.0,0
4,5128,72284288.0,2
37,21,296058.0,0
16,252,3552948.0,0
138,25,352500.0,0
74,35,493535.0,0
5,63,888426.0,0
155,21,296184.0,1
85,76,1071980.0,0
52,124,1749268.0,0
31,35,493780.0,0
23,14,197526.0,0
4,157,2215270.0,0
14,11,155221.0,0
23,173,2441376.0,0
4,40,564520.0,0
274,15,211710.0,1
20,72,1016352.0,0
144,3,42351.0,1
354,1,14119.0,1
4,161,2273481.0,0
84,5,70620.0,0
11,166,2344750.0,0
8,16,226016.0,0
123,44,621588.0,0
61,46,649888.0,0
2,52,734708.0,0
319,66,932580.0,1
2,201,2840532.0,0
130,30,423990.0,0
2,134,1894090.0,0
2,46,650348.0,0
46,26,367614.0,0
4,67,947380.0,0
3,46,650486.0,0
373,22,311124.0,1
134,7,99001.0,0
47,12,169740.0,0
9,245,3465770.0,0
49,6,84882.0,0
234,3,42444.0,1
213,40,565960.0,1
36,26,367900.0,0
75,50,707600.0,0
239,52,736008.0,1
266,6,84930.0,1
10,1415,20030740.0,3
20,47,665379.0,0
40,41,580478.0,0
20,1183,16750097.0,3
216,104,1472744.0,1
174,25,354050.0,1
87,52,736476.0,0
71,29,410756.0,0
276,24,339960.0,1
39,50,708350.0,0
98,58,821918.0,0
11,29,411017.0,0
33,26,368524.0,0
51,164,2324700.0,0
297,32,453632.0,1
85,42,595434.0,0
9,318,4508604.0,3
41,157,2226103.0,0
11,248,3516640.0,0
67,24,340416.0,0
331,3,42555.0,1
9,71,1007348.0,0
2,277,3930353.0,0
2,263,3732233.0,0
68,42,596106.0,0
5,604,8573176.0,3
202,8,113560.0,1
107,6,85176.0,0
4,44,624712.0,0
218,2,28398.0,1
60,39,553839.0,0
2,39,553956.0,0
11,39,553995.0,0
239,21,298326.0,1
95,10,142080.0,0
11,88,1250392.0,0
91,103,1463630.0,0
53,118,1676898.0,0
90,9,127908.0,0
372,5,71065.0,1
31,70,994980.0,0
12,109,1549435.0,0
3,59,838744.0,0
2,107,1521219.0,0
43,12,170616.0,0
4,7,99533.0,0
247,21,298620.0,1
42,194,2758874.0,0
177,41,583102.0,1
92,61,867603.0,0
110,113,1607312.0,0
29,72,1024272.0,0
26,183,2603541.0,0
52,43,611847.0,0
179,54,768474.0,1
32,118,1679376.0,0
44,36,512388.0,0
22,147,2092398.0,0
10,80,1138800.0,0
81,15,213540.0,0
373,9,128133.0,1
326,8,113904.0,1
43,116,1651724.0,0
30,42,598080.0,0
184,10,142410.0,1
235,16,227872.0,1
9,148,2107964.0,0
176,112,1595440.0,1
111,75,1068450.0,0
278,20,284940.0,1
318,8,113984.0,1
7,111,1581750.0,0
2,78,1111578.0,0
254,54,769824.0,1
51,107,1525499.0,0
9,112,1596896.0,0
142,5,71295.0,0
51,52,741572.0,0
8,143,2039466.0,0
155,19,271016.0,1
109,31,442215.0,0
151,66,941622.0,1
332,29,413830.0,1
226,10,142710.0,1
74,33,470976.0,0
51,29,413917.0,0
88,75,1070700.0,0
15,225,3212325.0,0
197,8,114240.0,1
3,154,2199428.0,0
31,34,485656.0,0
21,27,385695.0,0
24,285,4071510.0,0
8,11,157157.0,0
212,17,242896.0,1
9,47,671583.0,0
11,103,1471870.0,0
2,238,3401258.0,0
8,108,1543536.0,0
3,61,871873.0,0
40,7,100065.0,0
18,64,915008.0,0
3,1640,23448720.0,3
8,162,2316438.0,0
19,3,42900.0,0
108,16,228816.0,0
223,27,386208.0,1
71,110,1573550.0,0
51,35,500710.0,0
89,180,2575260.0,0
8,123,1760007.0,0
225,27,386397.0,1
47,87,1245144.0,0
107,8,114512.0,0
21,104,1488760.0,0
65,24,343608.0,0
207,42,601440.0,1
11,123,1761483.0,0
115,41,587243.0,0
235,9,128934.0,1
163,12,171924.0,1
9,268,3840172.0,0
124,28,401268.0,0
23,25,358300.0,0
64,19,272327.0,0
17,163,2336442.0,0
16,60,860100.0,0
17,90,1290240.0,0
158,34,487492.0,1
235,18,258102.0,1
219,6,86040.0,1
45,129,1849989.0,0
21,24,344208.0,0
127,71,1018424.0,0
39,6,86070.0,0
121,60,860760.0,0
260,18,258264.0,1
10,31,444819.0,0
271,21,301350.0,1
165,1,14351.0,1
157,47,674544.0,1
215,6,86118.0,1
6,9,129186.0,0
366,11,157905.0,1
60,38,545528.0,0
43,40,574280.0,0
19,58,832822.0,0
32,117,1680120.0,0
22,37,531394.0,0
109,69,991116.0,0
8,530,7614510.0,3
320,8,114944.0,1
295,4,57484.0,1
358,4,57492.0,1
185,66,948750.0,1
191,11,158147.0,1
44,46,661434.0,0
52,56,805336.0,0
26,126,1812132.0,0
38,59,848597.0,0
9,14,201390.0,0
297,7,100702.0,1
33,139,1999793.0,0
9,191,2748108.0,0
9,62,892118.0,0
10,289,4158710.0,3
218,5,71965.0,1
2,351,5052645.0,3
65,73,1050908.0,0
1,95,1367715.0,0
141,26,374400.0,0
4,183,2635383.0,0
130,26,374478.0,0
34,101,1454804.0,0
119,8,115248.0,0
107,76,1094932.0,0
11,106,1527248.0,0
71,55,792495.0,0
16,282,4063620.0,0
311,14,201754.0,1
35,45,648540.0,0
362,22,317086.0,1
92,98,1412572.0,0
1,601,8663415.0,3
22,14,201824.0,0
4,124,1787832.0,0
11,202,2912638.0,0
85,30,432600.0,0
57,27,389367.0,0
1,222,3201684.0,0
218,3,43269.0,1
18,1,14424.0,0
19,264,3808464.0,0
50,17,245259.0,0
7,141,2034348.0,0
299,21,303051.0,1
10,377,5440864.0,3
22,12,173208.0,0
99,9,129924.0,0
143,6,86622.0,1
306,9,129942.0,1
320,32,462048.0,1
8,55,794200.0,0
1,59,852019.0,0
2,68,982056.0,0
54,98,1415414.0,0
1,277,4001542.0,0
19,70,1011290.0,0
9,20,288960.0,0
19,250,3612250.0,0
181,40,578000.0,1
60,105,1517355.0,0
11,60,867120.0,0
190,22,317966.0,1
5,954,13791024.0,3
311,4,57828.0,1
155,37,534983.0,1
110,17,245820.0,0
148,180,2602980.0,0
64,239,3456418.0,0
98,6,86778.0,0
247,123,1779195.0,1
29,72,1041552.0,0
18,89,1287563.0,0
12,43,622210.0,0
104,265,3835080.0,0
74,7,101311.0,0
43,30,434220.0,0
72,47,680325.0,0
257,17,246092.0,1
20,11,159247.0,0
254,18,260622.0,1
11,13,188240.0,0
165,30,434430.0,1
18,137,1984034.0,0
150,10,144830.0,1
50,14,202776.0,0
39,46,666310.0,0
27,141,2042667.0,0
51,49,709912.0,0
207,30,434670.0,1
175,17,246347.0,1
7,123,1782639.0,0
26,7,101458.0,0
51,6,86970.0,0
312,19,275424.0,1
301,31,449407.0,1
43,193,2798114.0,0
26,190,2754810.0,0
88,7,101500.0,0
64,12,174012.0,0
20,615,8918730.0,3
3,164,2378492.0,0
47,107,1551928.0,0
17,789,11444445.0,3
17,295,4279270.0,3
24,97,1407179.0,0
22,55,797940.0,0
11,71,1030281.0,0
188,23,333776.0,1
101,18,261234.0,0
61,69,1001466.0,0
18,98,1422470.0,0
33,18,261306.0,0
64,16,232288.0,0
2,4,58080.0,0
24,17,246874.0,0
108,12,174276.0,0
32,197,2861228.0,0
9,289,4197725.0,3
3,1010,14672270.0,3
37,18,261504.0,0
60,213,3094677.0,0
26,213,3094890.0,0
236,64,930048.0,1
25,65,944645.0,0
3,547,7950098.0,3
59,331,4811085.0,3
260,18,261648.0,1
58,10,145370.0,0
65,19,276222.0,0
16,32,465248.0,0
10,71,1032340.0,0
59,105,1526805.0,0
186,5,72710.0,1
4,105,1527015.0,0
24,111,1614384.0,0
4,415,6036590.0,3
4,356,5178732.0,3
151,4,58192.0,1
311,56,814744.0,1
11,47,683850.0,0
18,10,145510.0,0
152,57,829464.0,1
19,113,1644489.0,0
10,203,2954462.0,0
57,19,276545.0,0
64,32,465824.0,0
7,76,1106560.0,0
76,69,1004709.0,0
4,441,6421842.0,3
96,129,1878885.0,0
111,4,58264.0,0
35,34,495278.0,0
1,12,174828.0,0
281,29,422530.0,1
3,265,3861580.0,0
180,233,3395509.0,1
372,1,14576.0,1
13,123,1792971.0,0
3,24,349872.0,0
17,17,247877.0,0
41,6,87492.0,0
6,302,4404066.0,3
169,99,1443816.0,1
50,29,422965.0,0
227,27,393822.0,1
19,372,5426364.0,3
372,3,43767.0,1
15,176,2568016.0,0
35,158,2305536.0,0
22,151,2203543.0,0
7,52,758888.0,0
20,102,1488690.0,0
11,47,686059.0,0
44,50,729900.0,0
306,25,365000.0,1
11,7,102207.0,0
275,2,29206.0,1
1,2759,40297954.0,3
16,109,1592163.0,0
4,20,292160.0,0
72,4,58436.0,0
243,3,43848.0,1
9,17,248506.0,0
239,22,321618.0,1
204,30,438600.0,1
1,96,1403616.0,0
185,21,307062.0,1
32,134,1959482.0,0
57,13,190112.0,0
185,57,833625.0,1
9,126,1842876.0,0
312,5,73135.0,1
91,24,351072.0,0
4,151,2208979.0,0
51,41,599871.0,0
263,8,117056.0,1
266,20,292660.0,1
36,28,409808.0,0
51,16,234208.0,0
52,175,2561825.0,0
16,112,1639680.0,0
22,7,102487.0,0
59,2,29284.0,0
170,34,497862.0,1
9,29,424676.0,0
157,30,439350.0,1
2,2085,30536910.0,3
201,28,410116.0,1
5,186,2724714.0,0
67,101,1479751.0,0
77,29,424908.0,0
1,234,3428802.0,0
4,50,732750.0,0
169,80,1172480.0,1
18,127,1861439.0,0
5,29,425082.0,0
9,259,3796681.0,0
87,30,439800.0,0
27,4,58644.0,0
29,157,2301934.0,0
20,98,1437072.0,0
61,117,1715805.0,0
24,14,205324.0,0
11,570,8360190.0,3
242,166,2435054.0,1
280,123,1804410.0,1
235,61,894992.0,1
3,74,1085802.0,0
16,97,1423475.0,0
31,44,645744.0,0
372,1,14679.0,1
25,320,4697600.0,3
71,7,102767.0,0
188,2,29364.0,1
26,390,5726760.0,3
107,15,220305.0,0
8,356,5228928.0,3
209,13,190957.0,1
44,52,763880.0,0
31,71,1043061.0,0
137,69,1013748.0,0
265,8,117544.0,1
4,133,1954568.0,0
218,22,323334.0,1
2,200,2939600.0,0
214,8,117592.0,1
32,112,1646400.0,0
11,342,5027742.0,3
1,343,5042786.0,3
15,22,323466.0,0
11,393,5778672.0,3
199,1,14705.0,1
3,29,426532.0,0
15,197,2897673.0,0
14,136,2000560.0,0
10,347,5104717.0,3
29,25,367800.0,0
9,340,5002420.0,3
24,10,147140.0,0
25,71,1044765.0,0
43,51,750516.0,0
2,236,3473684.0,0
6,37,544640.0,0
147,28,412216.0,1
10,259,3813257.0,0
25,47,692075.0,0
274,10,147270.0,1
374,71,1045759.0,1
1,462,6805260.0,3
47,45,662895.0,0
8,149,2195068.0,0
9,216,3182328.0,0
4,205,3020675.0,0
4,17,250529.0,0
39,56,825328.0,0
2,61,899079.0,0
191,93,1370820.0,1
12,59,869719.0,0
16,28,412832.0,0
113,70,1032150.0,0
248,19,280193.0,1
29,92,1356816.0,0
44,5,73760.0,0
87,30,442590.0,0
45,41,604914.0,0
10,237,3496935.0,0
15,38,560728.0,0
75,19,280383.0,0
145,71,1047818.0,0
5,102,1505418.0,0
294,7,103320.0,1
59,11,162371.0,0
264,21,310002.0,1
44,7,103348.0,0
29,39,575835.0,0
8,137,2022942.0,0
17,6,88608.0,0
3,1066,15743754.0,3
232,52,768040.0,1
112,9,132948.0,0
58,60,886500.0,0
51,134,1979984.0,0
4,3,44331.0,0
127,35,517230.0,0
281,41,605939.0,1
55,27,399060.0,0
320,6,88692.0,1
26,15,221760.0,0
10,3,44355.0,0
7,30,443640.0,0
29,6,88734.0,0
17,46,680340.0,0
64,4,59168.0,0
4,15,221895.0,0
3,82,1213108.0,0
166,6,88770.0,1
1,1156,17104176.0,3
53,12,177576.0,0
51,13,192387.0,0
48,390,5772000.0,3
61,57,843657.0,0
162,44,651332.0,1
9,12,177648.0,0
15,46,681030.0,0
75,11,162866.0,0
40,252,3731616.0,0
41,254,3761740.0,0
370,29,429577.0,1
37,53,785195.0,0
197,4,59264.0,1
200,63,933471.0,1
74,48,711264.0,0
64,13,192647.0,0
21,29,429780.0,0
367,2,29642.0,1
180,70,1037610.0,1
10,29,429896.0,0
4,120,1779000.0,0
197,17,252076.0,1
29,45,667305.0,0
53,39,578370.0,0
18,70,1038380.0,0
10,6,89016.0,0
90,110,1632070.0,0
268,4,59360.0,1
53,138,2048058.0,0
35,158,2345036.0,0
64,130,1929720.0,0
149,13,193011.0,1
22,392,5820808.0,3
312,22,326700.0,1
23,28,415828.0,0
58,143,2123836.0,0
9,10,148530.0,0
78,130,1931020.0,0
119,20,297100.0,0
36,65,965640.0,0
60,61,906277.0,0
13,59,876681.0,0
9,12,178320.0,0
52,6,89166.0,0
26,48,713376.0,0
29,11,163493.0,0
7,4,59460.0,0
11,103,1531198.0,0
186,37,550079.0,1
3,147,2185596.0,0
4,71,1055699.0,0
262,13,193310.0,1
3,93,1383003.0,0
210,28,416444.0,1
9,50,743750.0,0
13,122,1815116.0,0
77,46,684480.0,0
20,17,252977.0,0
27,11,163702.0,0
19,54,803682.0,0
132,15,223275.0,0
253,18,267948.0,1
79,6,89322.0,0
207,20,297760.0,1
336,10,148890.0,1
254,7,104230.0,1
148,33,491403.0,1
10,73,1087189.0,0
85,23,342562.0,0
8,506,7536870.0,3
205,43,640528.0,1
8,55,819335.0,0
23,112,1668576.0,0
11,98,1460298.0,0
21,24,357648.0,0
21,359,5350177.0,3
2,69,1028376.0,0
154,18,268290.0,1
3,168,2504376.0,0
74,9,134172.0,0
3,35,521850.0,0
1,5898,87945078.0,2
17,28,417536.0,0
36,87,1297431.0,0
86,13,193895.0,0
71,79,1178364.0,0
116,45,671310.0,0
213,57,850440.0,1
30,78,1163838.0,0
51,44,656612.0,0
246,10,149240.0,1
32,11,164219.0,0
109,127,1896110.0,0
5,42,627102.0,0
366,17,253844.0,1
73,88,1314192.0,0
297,10,149350.0,1
9,366,5466576.0,3
57,35,522795.0,0
30,172,2570368.0,0
14,3,44838.0,0
72,14,209258.0,0
23,64,956672.0,0
9,20,299000.0,0
79,20,299020.0,0
46,149,2227848.0,0
25,54,807462.0,0
12,77,1151458.0,0
253,12,179484.0,1
147,41,613278.0,1
59,61,912499.0,0
8,27,403920.0,0
11,317,4742637.0,3
271,5,74810.0,1
10,192,2872896.0,0
247,13,194532.0,1
96,81,1212165.0,0
15,36,538776.0,0
50,6,89802.0,0
30,37,553816.0,0
68,34,508980.0,0
35,155,2320505.0,0
128,18,269496.0,0
107,32,479136.0,0
37,17,254558.0,0
57,11,164725.0,0
57,73,1093248.0,0
72,214,3205292.0,0
246,8,119848.0,1
19,39,584376.0,0
198,83,1243755.0,1
16,4,59948.0,0
212,40,599520.0,1
39,60,899700.0,0
46,27,404919.0,0
170,74,1109852.0,1
48,77,1155000.0,0
116,115,1725230.0,0
147,154,2310616.0,0
16,1152,17285760.0,3
51,132,1980792.0,0
159,12,180084.0,1
12,180,2701620.0,0
36,20,300200.0,0
54,122,1831464.0,0
43,33,495462.0,0
173,20,300320.0,1
34,20,300340.0,0
39,32,480576.0,0
267,66,991254.0,1
9,451,6774471.0,3
12,121,1817662.0,0
3,554,8322742.0,3
10,152,2283648.0,0
33,67,1006675.0,0
80,61,916586.0,0
31,37,555999.0,0
8,48,721344.0,0
72,7,105210.0,0
4,110,1653410.0,0
256,55,826760.0,1
5,504,7576632.0,3
16,396,5953464.0,3
90,27,405945.0,0
72,119,1789284.0,0
43,128,1924864.0,0
10,1483,22302837.0,3
170,66,992706.0,1
199,5,75210.0,1
31,3,45129.0,0
19,452,6799888.0,3
152,13,195585.0,1
9,202,3039292.0,0
270,22,331034.0,1
65,95,1429560.0,0
274,3,45147.0,1
25,78,1173900.0,0
23,142,2137242.0,0
319,28,421456.0,1
5,69,1038657.0,0
12,114,1716156.0,0
275,25,376425.0,1
25,266,4005428.0,0
41,239,3599101.0,0
8,115,1731900.0,0
4,410,6175010.0,3
71,57,858534.0,0
213,5,75315.0,1
38,158,2380270.0,0
32,53,798498.0,0
78,82,1235494.0,0
46,104,1567072.0,0
179,70,1054830.0,1
373,1,15070.0,1
94,26,391846.0,0
10,76,1145548.0,0
105,41,618034.0,0
78,27,407025.0,0
173,49,738724.0,1
7,451,6800178.0,3
213,48,723792.0,1
22,35,527835.0,0
257,5,75415.0,1
282,15,226305.0,1
21,60,905280.0,0
10,145,2187905.0,0
308,23,347070.0,1
54,31,467821.0,0
215,26,392392.0,1
18,112,1690416.0,0
104,49,739655.0,0
43,11,166056.0,0
4,25,377425.0,0
182,5,75490.0,1
84,23,347277.0,0
330,6,90600.0,1
9,9,135909.0,0
31,35,528605.0,0
167,69,1042176.0,1
18,101,1525605.0,0
18,102,1540812.0,0
311,20,302140.0,1
142,61,921588.0,0
241,31,468379.0,1
24,39,589290.0,0
29,84,1269324.0,0
10,98,1481074.0,0
30,197,2977458.0,0
18,21,317415.0,0
18,45,680220.0,0
15,80,1209360.0,0
134,1,15118.0,0
246,14,211666.0,1
130,22,332640.0,0
50,28,423388.0,0
85,87,1315614.0,0
7,106,1603038.0,0
23,15,226860.0,0
25,140,2117500.0,0
66,16,242032.0,0
60,111,1679208.0,0
50,84,1270836.0,0
170,22,332860.0,1
18,52,786864.0,0
128,29,438857.0,0
15,73,1104782.0,0
233,10,151350.0,1
3,69,1044384.0,0
240,13,196807.0,1
52,81,1226340.0,0
46,26,393692.0,0
226,14,212002.0,1
8,218,3301392.0,0
4,67,1014715.0,0
165,95,1438870.0,1
219,29,439263.0,1
11,20,302960.0,0
134,23,348427.0,0
17,342,5181300.0,3
10,278,4212256.0,0
31,22,333366.0,0
74,75,1136550.0,0
1,55,833580.0,0
4,133,2015881.0,0
45,7,106106.0,0
2,720,10914480.0,3
357,4,60640.0,1
18,29,439727.0,0
69,101,1531564.0,0
373,27,409455.0,1
321,39,591513.0,1
26,5,75840.0,0
325,7,106197.0,1
9,110,1668920.0,0
323,11,166914.0,1
72,23,349025.0,0
260,3,45534.0,1
18,95,1442005.0,0
367,6,91080.0,1
66,18,273258.0,0
154,29,440278.0,1
29,62,941408.0,0
70,21,318885.0,0
14,19,288534.0,0
2,93,1412391.0,0
1,232,3523848.0,0
120,51,774792.0,0
61,19,288667.0,0
3,326,4953244.0,3
3,1,15195.0,0
9,36,547092.0,0
92,10,151980.0,0
59,13,197587.0,0
79,97,1474497.0,0
26,142,2158826.0,0
357,9,136836.0,1
85,38,577790.0,0
10,9,136854.0,0
1,43,653944.0,0
225,20,304200.0,1
60,52,790972.0,0
239,7,106484.0,1
319,25,380325.0,1
2,110,1673540.0,0
45,43,654245.0,0
88,2,30432.0,0
11,166,2526188.0,0
176,9,136971.0,1
52,119,1811180.0,0
366,11,167431.0,1
319,5,76110.0,1
226,32,487136.0,1
358,16,243584.0,1
234,23,350175.0,1
311,8,121808.0,1
37,58,883166.0,0
66,126,1918728.0,0
239,23,350290.0,1
113,31,472192.0,0
277,14,213276.0,1
218,143,2178605.0,1
299,15,228540.0,1
2,99,1508463.0,0
29,52,792376.0,0
10,52,792428.0,0
45,83,1264920.0,0
67,111,1691751.0,0
74,22,335346.0,0
65,34,518296.0,0
134,89,1356805.0,0
238,33,503118.0,1
122,6,91482.0,0
32,358,5459142.0,3
9,121,1845371.0,0
36,44,671088.0,0
16,55,838915.0,0
127,18,274572.0,0
67,47,716985.0,0
149,6,91536.0,1
281,8,122056.0,1
169,34,518772.0,1
100,78,1190280.0,0
135,19,289959.0,0
324,10,152620.0,1
107,12,183156.0,0
64,23,351072.0,0
151,82,1251730.0,1
338,6,91596.0,1
22,11,167937.0,0
24,2,30538.0,0
16,48,732960.0,0
7,265,4046815.0,0
57,63,962136.0,0
4,47,717878.0,0
31,42,641550.0,0
66,49,748524.0,0
47,12,183324.0,0
355,21,320859.0,1
172,16,244480.0,1
59,150,2292150.0,0
50,3,45858.0,0
22,21,321027.0,0
43,88,1345344.0,0
29,59,902051.0,0
5,212,3241480.0,0
26,109,1666719.0,0
201,24,367008.0,1
44,200,3059200.0,0
10,41,627177.0,0
2,194,2967812.0,0
67,12,183588.0,0
64,28,428400.0,0
51,246,3764046.0,0
290,31,474393.0,1
